EmpID,Location,Gender,Level,Date Of Joining,Overall Rating,Career Growth,Compensation and Benefits,Work-life Balance,Comments
a80b68x617,LocB,Women,Middle,14-Mar-24,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Yes
a80b91x675,LocF,Women,Senior,08-Nov-12,Satisfied,Satisfied,Neutral,Satisfied,I learnt to many things in Account payable process
a80b36x668,LocC,Women,Middle,23-May-23,Neutral,Neutral,Very Satisfied,Neutral,salary on time
a80b57x696,LocC,Women,Middle,10-Jan-09,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Equal opportunities and able to improve our skills
a82b07x614,Remote,Men,Junior,16-May-13,Satisfied,Very Satisfied,Satisfied,Very Satisfied,CompanyX like any other IT companies takes care of you if you are an excellent performer. It also allows you to grow up the ladder in specific area of your expertise.
a80b87x680,LocD,Women,Junior,02-Sep-13,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good company work atmosphere is very good
a80b14x688,LocG,Women,Senior,07-Feb-22,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Work Life balance. Supports from upper management.
a80b86x604,LocE,Women,Junior,18-Aug-05,Very Satisfied,Satisfied,Neutral,Satisfied,Lean many new technology
a81b05x647,LocC,Women,Middle,12-May-17,Satisfied,Satisfied,Very Dissatisfied,Very Satisfied,The work culture and the management is pretty good. There are good development projeCompanyB which gives good understanding of technology
a81b66x637,LocF,Men,Junior,20-Dec-05,Very Satisfied,Very Satisfied,Satisfied,Satisfied,No growth.
a82b22x697,LocF,Men,Junior,21-Dec-18,Satisfied,Satisfied,Neutral,Very Satisfied,Management
a82b02x688,LocE,Men,Junior,19-Feb-13,Neutral,Dissatisfied,Very Dissatisfied,Neutral,"everything depends upon people in project, if they decent enough then you will enjoy working here. Premises and canteen are good. Good for freshers."
a82b98x645,LocE,Men,Junior,08-Aug-13,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Worst experience. Company policy is very worst.
a81b52x675,LocA,Men,Junior,12-Feb-23,Dissatisfied,Satisfied,Satisfied,Satisfied,Many things .. everything
a82b92x655,LocC,Men,Junior,13-Oct-16,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,"The work profile I got, my seniors and my client. everything."
a82b13x641,LocG,Men,Junior,24-Sep-15,Very Satisfied,Satisfied,Neutral,Neutral,0
a82b17x624,Remote,Men,Junior,11-Nov-05,Satisfied,Satisfied,Satisfied,Satisfied,Work life balance
a80b28x660,LocB,Women,Middle,12-May-17,Satisfied,Satisfied,Satisfied,Neutral,"Choice of working in the latest tech stack in the market.
Pay is good (MNC Standard) for experienced employees.
Upskilling is very good --> Apart from internal employee skill dev programs, they also provide coursera, pluralsights platforms to employees for free."
a82b97x667,LocE,Women,Junior,23-Feb-19,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Everything is good
a80b12x628,Remote,Women,Senior,18-Aug-05,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Company culture
a82b28x628,LocC,Women,Junior,10-Feb-23,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,No issues
a80b80x609,LocE,Women,Junior,21-May-17,Satisfied,Satisfied,Dissatisfied,Satisfied,"CompanyX has great working culture with excellent work life balance.
If you prioritise mental peace over money/hike please go for CompanyX."
a80b23x690,LocD,Women,Senior,26-Aug-13,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Health Insurance
a82b35x666,LocF,Men,Junior,25-May-16,Very Dissatisfied,Satisfied,Satisfied,Satisfied,0
a80b85x673,LocD,Women,Middle,04-Feb-19,Satisfied,Satisfied,Neutral,Satisfied,Have a Job security in CG
a81b49x631,LocA,Men,Junior,20-Dec-19,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Politics, fear of job loss"
a80b10x673,LocC,Women,Middle,25-Dec-09,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,None
a81b06x681,LocD,Men,Junior,10-Oct-05,Neutral,Neutral,Very Dissatisfied,Very Satisfied,Increment is negligible for employees .
a81b72x604,LocD,Men,Junior,19-Oct-24,Neutral,Satisfied,Satisfied,Satisfied,0
a82b35x637,LocE,Women,Junior,21-Jun-14,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Rabid service company management!
a80b04x635,LocE,Women,Middle,14-Sep-19,Satisfied,Neutral,Neutral,Satisfied,Good work life balance in industry
a80b89x623,Remote,Women,Junior,04-Jan-07,Satisfied,Satisfied,Satisfied,Satisfied,"Supportive environment, managers are encouraging"
a82b86x644,LocE,Men,Junior,02-Oct-20,Neutral,Neutral,Dissatisfied,Satisfied,Flexible timing
a81b19x625,Remote,Men,Middle,17-May-12,Satisfied,Satisfied,Satisfied,Satisfied,No
a80b28x646,LocC,Women,Junior,17-Mar-19,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,CompanyX is the best place to work. office enviorment is good.
a82b28x674,LocF,Men,Junior,18-Mar-11,Very Satisfied,Neutral,Very Dissatisfied,Neutral,work pressure is high
a80b08x604,LocG,Women,Senior,02-Nov-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good to work and  opportunity to learn many things
a81b85x609,LocA,Men,Middle,19-Sep-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a81b81x640,LocA,Men,Middle,14-Sep-11,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Work culture is good
a82b27x608,LocD,Men,Junior,07-Apr-07,Satisfied,Satisfied,Neutral,Satisfied,The company is open to who is skilled and relatable person move diffrent team. I am a part it I worked different project different team
a82b85x697,LocD,Men,Junior,20-Apr-14,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,........................
a81b90x628,LocB,Women,Junior,15-Jul-23,Satisfied,Satisfied,Neutral,Neutral,Appraisals
a81b45x651,LocE,Women,Middle,04-Mar-06,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,You will get the career growth but salary and appraisal will not satisfied rest all good.
a80b33x667,LocF,Women,Junior,03-Jan-09,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied,Multiple projeCompanyB and IJP
a81b05x643,LocF,Men,Middle,10-Sep-12,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Work life balance, IJP, Training"
a81b63x683,Remote,Men,Junior,24-May-20,Very Satisfied,Satisfied,Neutral,Satisfied,Growth is slow
a80b74x655,LocA,Women,Junior,03-Jun-18,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,All time favourite company. So much happy to work in CapG
a81b96x681,Remote,Men,Middle,25-Nov-17,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,"My Staf's nature and my work, supportable people."
a80b61x640,LocF,Men,Junior,24-Aug-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Everything is good
a80b02x604,LocF,Women,Middle,15-Jul-18,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Neutral,"Work life balance 
Good in learning"
a80b47x619,Remote,Women,Junior,10-Aug-08,Satisfied,Satisfied,Neutral,Satisfied,Project were not given relevant to skills
a81b22x664,LocD,Men,Senior,14-Sep-08,Satisfied,Satisfied,Satisfied,Satisfied,Work Environment is awesome!!!
a80b53x689,LocC,Men,Middle,16-Oct-17,Satisfied,Satisfied,Neutral,Neutral,"Good technology 
certification and learning"
a80b27x658,LocE,Women,Middle,20-Oct-12,Satisfied,Satisfied,Dissatisfied,Satisfied,good management
a82b93x677,LocB,Men,Junior,06-Nov-14,Satisfied,Very Satisfied,Satisfied,Satisfied,Respect
a82b05x602,LocG,Men,Junior,19-Dec-21,Satisfied,Satisfied,Neutral,Satisfied,Good workspace
a82b98x688,LocB,Men,Junior,12-Dec-16,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Learning and flexible working hours.
a81b85x606,LocA,Women,Middle,05-Aug-20,Satisfied,Satisfied,Satisfied,Neutral,Micromanagement
a80b49x614,LocB,Women,Middle,06-Mar-17,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work Culture is amazing of CompanyX
a82b83x642,LocG,Men,Junior,23-Dec-18,Dissatisfied,Very Satisfied,Neutral,Satisfied,Work life balance and management helps individual to grow.
a82b97x666,Remote,Women,Junior,11-Mar-14,Satisfied,Satisfied,Satisfied,Very Satisfied,Work life balance
a80b10x696,Remote,Women,Junior,29-May-23,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,"Work life balance
Culture
Brand Value"
a82b85x660,LocA,Men,Junior,01-Mar-18,Dissatisfied,Satisfied,Dissatisfied,Neutral,"Zero hike.
Worst Manager.Without the profile experience they are hiring people as TL and Manager ande they are managing the project terribly."
a81b09x665,LocD,Women,Middle,07-Oct-11,Satisfied,Very Satisfied,Neutral,Very Satisfied,Work culture
a81b30x667,LocC,Men,Junior,27-Jun-13,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Only for hiring a contract basis...soo not good...
a80b80x613,LocA,Women,Middle,30-Oct-13,Neutral,Neutral,Neutral,Neutral,large Organization globally
a82b25x671,LocA,Men,Junior,02-Aug-05,Neutral,Neutral,Neutral,Satisfied,Trainings
a80b58x693,LocG,Women,Middle,14-Mar-09,Very Satisfied,Neutral,Neutral,Satisfied,"Freedam, without stress."
a81b56x657,LocB,UD,Middle,02-Jul-15,Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Be
a80b04x683,LocA,Women,Middle,23-Apr-22,Very Satisfied,Neutral,Neutral,Neutral,Work life balance
a80b15x653,LocE,Women,Junior,12-May-24,Neutral,Neutral,Dissatisfied,Dissatisfied,In experience staff salary is very less
a80b42x608,LocF,Women,Middle,01-Mar-17,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Best place to work for freshers😍
a81b73x668,LocF,Women,Junior,14-Dec-22,Satisfied,Neutral,Neutral,Satisfied,Good to work
a82b00x680,Remote,Men,Junior,07-Jun-19,Very Satisfied,Satisfied,Neutral,Satisfied,Nothing comes to my mind now.
a81b54x652,LocE,Men,Junior,28-Jun-07,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Increments
a81b34x667,LocA,Men,Junior,30-Aug-09,Dissatisfied,Dissatisfied,Very Dissatisfied,Satisfied,"No growth in career, salary and unorganised appraisals. Hikes are very low and sometimes even zero."
a82b93x622,Remote,Men,Junior,28-Jun-11,Neutral,Neutral,Dissatisfied,Neutral,0
a82b04x668,LocC,Men,Junior,27-Mar-20,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Satisfied,Work life balance.
a80b09x674,Remote,Women,Senior,17-Oct-16,Neutral,Satisfied,Dissatisfied,Satisfied,Good work life balance
a81b34x656,LocC,UD,Senior,12-May-21,Neutral,Neutral,Neutral,Neutral,Work environment and trainings
a82b91x627,LocA,Women,Junior,04-Dec-15,Satisfied,Satisfied,Satisfied,Satisfied,"It's a great work place to learn and to start one's career with. I have started my IT career with CompanyX and still a part of it. When it comes to appraisal, company gives a decent hike every year. Overall nothing much to complain about."
a81b27x617,LocA,Men,Senior,20-Aug-21,Satisfied,Very Satisfied,Dissatisfied,Satisfied,Bad hikes even for top raters.
a80b33x684,LocD,Women,Middle,30-May-07,Satisfied,Very Satisfied,Neutral,Satisfied,Work culture
a81b71x651,LocG,Men,Junior,24-Aug-10,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Nothing
a81b40x633,LocF,Men,Junior,28-Mar-18,Satisfied,Very Satisfied,Neutral,Very Satisfied,I like the work culture and onsite opportunities. Other benefits are flexibility in work timings and job security.
a80b33x603,LocA,Women,Senior,19-Oct-15,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good
a81b67x615,LocD,Men,Junior,27-Mar-13,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,HR &Mangers
a80b57x617,Remote,Women,Junior,27-Jun-12,Neutral,Neutral,Neutral,Very Dissatisfied,No work life balance
a81b68x681,LocC,Men,Junior,17-Mar-18,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Career growth is not there..
a80b43x633,LocD,Women,Senior,20-Oct-08,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Everything to say about it..
a81b08x673,LocG,Men,Middle,07-Dec-07,Neutral,Neutral,Dissatisfied,Neutral,Compensation & growth is poor
a82b84x638,Remote,Men,Junior,01-Mar-15,Satisfied,Very Satisfied,Satisfied,Very Satisfied,0
a82b29x612,Remote,Men,Junior,21-Jan-18,Neutral,Very Satisfied,Neutral,Very Satisfied,"culture, Management"
a80b99x604,LocD,Women,Senior,08-Jan-11,Satisfied,Neutral,Neutral,Neutral,Good for learning
a80b24x660,LocA,Women,Senior,11-Sep-22,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Nothing I liked
a80b26x662,LocB,Women,Middle,27-Jun-22,Very Satisfied,Very Satisfied,Neutral,Neutral,"Culture
Openess"
a81b83x648,LocB,Women,Middle,09-Apr-13,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Contract Position
a81b75x649,LocE,Men,Junior,05-Oct-06,Satisfied,Satisfied,Satisfied,Satisfied,It is good start of carrier in CompanyX
a82b04x667,LocD,Men,Junior,13-Apr-06,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"No job security, no work life balance"
a81b05x681,Remote,Men,Middle,22-Oct-10,Satisfied,Satisfied,Neutral,Satisfied,Overall Good place to work
a82b95x616,LocG,Men,Junior,16-Jan-15,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Environment
a80b92x603,LocE,Women,Middle,06-Jun-17,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Good peers and cab facility
a80b64x685,LocF,Men,Middle,21-Feb-22,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Nothing nothing nothing nothing nothing
a82b99x622,LocA,Men,Junior,08-Nov-06,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Flexible work life balance
a80b84x649,LocF,Women,Middle,29-Oct-07,Very Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Yes it's my Lucky company
a81b47x653,Remote,Men,Middle,20-Dec-20,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,No salary hikes and no extra curricular activities. 365 days just work. Not team outings etc.
a80b08x649,LocF,Women,Middle,11-Nov-22,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,"Not much 
Cant tell anything"
a81b60x631,Remote,Men,Junior,20-Oct-23,Neutral,Dissatisfied,Dissatisfied,Neutral,Freedom to work
a80b69x655,LocD,Women,Junior,29-Apr-17,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,No proper management
a80b77x620,LocA,Men,Middle,05-Aug-18,Very Satisfied,Satisfied,Satisfied,Very Satisfied,"Policies are good,but it's only in favour of leaders and managers.bucketers are more preferred than sincere workers"
a80b65x616,LocA,Women,Junior,16-Aug-15,Satisfied,Neutral,Dissatisfied,Very Satisfied,"Work life Balance, supirtive Manager"
a80b19x610,LocB,Women,Senior,25-Jul-05,Satisfied,Very Satisfied,Neutral,Very Satisfied,Great company to start your career with
a81b64x610,LocA,Men,Junior,26-Sep-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Travel opportunities are good in CompanyX. I was fortunate to have good team mates as well.
a82b95x648,LocF,Men,Junior,17-Aug-17,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Work environment, career growth"
a81b76x606,LocG,Men,Junior,21-Jun-08,Very Satisfied,Dissatisfied,Dissatisfied,Very Satisfied,"Work not appreciated by team leads or manager, politics at bad level"
a81b98x615,LocC,Women,Junior,29-Mar-09,Satisfied,Satisfied,Satisfied,Satisfied,Never got International opportunity
a81b92x645,LocG,Men,Junior,19-Apr-07,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,"Work life balance, career growth and Job security"
a81b21x617,LocG,Men,Junior,07-Nov-12,Satisfied,Satisfied,Neutral,Satisfied,Good environment to work
a81b02x652,Remote,Men,Middle,02-Jun-22,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Benefits are worst
a81b82x615,LocC,UD,Middle,08-Sep-05,Satisfied,Satisfied,Neutral,Very Satisfied,Increment are not up to expectations
a80b87x699,LocE,Women,Senior,14-Mar-21,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,They will provide onsite opportunities
a82b80x613,Remote,Men,Junior,10-Feb-06,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Over burden and no work life balance
a81b44x658,Remote,Men,Junior,14-Mar-06,Satisfied,Neutral,Very Dissatisfied,Neutral,Compensation and hike are way too less than standard .
a80b29x618,LocC,Women,Senior,21-Apr-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,They will identify your work and based upon will give appreciations and ratings
a80b54x682,LocG,Women,Middle,05-Jul-12,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Job security, work culture, management, company policies, etc."
a82b07x695,LocE,Men,Junior,15-Oct-06,Neutral,Neutral,Neutral,Satisfied,**************
a82b33x603,LocA,Men,Junior,23-Nov-20,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,They dont know about the concept of planning
a80b62x665,LocF,Women,Junior,26-Feb-05,Satisfied,Neutral,Dissatisfied,Satisfied,Compensation is bad
a81b93x611,LocB,Men,Junior,26-Dec-17,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Everything is fine..
a81b12x691,LocA,Men,Junior,21-Jul-21,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Office politics gender biasedness
a80b49x623,LocD,Women,Junior,07-Sep-07,Satisfied,Satisfied,Neutral,Very Satisfied,It's work culture is so good and everyone is supportive with others.
a80b42x648,LocG,Women,Middle,18-Feb-23,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Working culture is good and managers are encourage to upSkilling your self.
a81b28x629,LocF,Men,Middle,23-Jan-11,Neutral,Neutral,Very Dissatisfied,Very Satisfied,0
a82b36x671,LocG,Women,Junior,04-Feb-24,Neutral,Neutral,Dissatisfied,Very Satisfied,Compensation was very low and annual increment was not at par.
a82b83x649,LocC,Men,Junior,13-May-07,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,0
a81b61x694,LocG,Men,Junior,17-Apr-06,Very Satisfied,Dissatisfied,Very Dissatisfied,Satisfied,Every person good
a81b33x613,LocF,Men,Senior,14-Aug-09,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing
a81b51x684,LocF,UD,Junior,23-Sep-05,Satisfied,Neutral,Very Satisfied,Satisfied,All the above options
a80b94x671,LocC,Women,Senior,17-Feb-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Some colleagues,  self learning at home, project as per your choice"
a81b77x642,LocD,Men,Junior,09-Aug-16,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good
a80b24x606,LocA,Women,Senior,08-Oct-17,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Good
Good awesome"
a80b21x649,LocA,Men,Middle,05-Apr-13,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Work life is good
a81b15x615,LocG,Men,Middle,16-Jul-23,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Nothing, everything is fine"
a81b95x605,LocG,Women,Middle,14-Dec-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing
a80b69x607,Remote,Women,Middle,08-Sep-12,Satisfied,Very Satisfied,Neutral,Very Satisfied,Work culture is good
a80b12x660,LocD,Women,Junior,12-Apr-14,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,I don't like CompanyX
a81b26x600,LocD,Men,Senior,12-May-14,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,My team mates will support me and training are good.
a81b03x621,LocB,Men,Middle,29-Dec-16,Satisfied,Neutral,Neutral,Very Satisfied,Less pay compare to other company
a80b55x660,LocC,Men,Middle,06-Apr-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Inclusive work culture, cross domain learning opportunities"
a80b36x674,LocF,Women,Junior,27-Apr-21,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,This not at all good place to ambitious ppl many leadership in skilled suppress the talent there is no value for real  talent overall it's totally bad choice for talented ppl please don't join this organisation
a81b41x619,LocG,Women,Middle,19-Jul-16,Satisfied,Very Satisfied,Dissatisfied,Neutral,"Work culture is good, management is supportive and encourages you to take challenge and help get those done."
a81b21x692,LocB,Men,Middle,10-Oct-13,Very Satisfied,Very Satisfied,Neutral,Satisfied,"Good work environment and culture, All the team mates are supportive and the management is transparent."
a81b98x647,LocA,Women,Middle,08-Jul-10,Satisfied,Very Satisfied,Neutral,Very Satisfied,Not much
a82b19x623,LocE,UD,Junior,09-Nov-15,Neutral,Very Dissatisfied,Dissatisfied,Very Satisfied,0
a80b14x682,LocD,Women,Junior,17-Sep-20,Neutral,Neutral,Dissatisfied,Satisfied,It gives a good work life balance.
a81b07x673,LocA,Men,Junior,22-Mar-23,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,work culture is really good.
a81b86x632,LocC,Men,Middle,18-Sep-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0 worklife balance
a81b89x679,LocD,Men,Junior,20-May-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a81b46x612,LocD,Women,Junior,11-Dec-07,Satisfied,Very Satisfied,Neutral,Satisfied,Internal appraisal and long working hours.
a80b58x610,LocG,Men,Middle,25-Nov-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Connect with other team to due team work
a80b78x623,LocG,Men,Middle,26-Aug-05,Satisfied,Satisfied,Very Dissatisfied,Very Satisfied,HR process and department is like government office
a80b02x669,LocA,Women,Senior,08-Apr-23,Satisfied,Satisfied,Neutral,Satisfied,Culture
a82b31x696,LocG,Men,Junior,19-Aug-08,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very poor management skills by top level managers and micro management
a81b78x691,Remote,Men,Junior,10-Jan-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work Life Balance
a81b03x613,LocC,Men,Junior,21-Mar-13,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,"Working on different technologies,"
a81b39x677,LocE,Men,Junior,17-Dec-13,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,CompanyX is big group  working culture is not good. And management not support with team member there is no satisfaction with team member
a81b72x601,LocC,Men,Junior,29-Jan-15,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,There's is nothing good to tell about while working here ....worst experience I have to work here for yet.
a81b94x675,LocG,Women,Middle,20-Aug-21,Satisfied,Satisfied,Neutral,Very Satisfied,Transportation facility is good
a81b65x652,Remote,Men,Junior,04-Aug-07,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Nothing
a82b18x646,LocF,Women,Junior,15-Aug-22,Satisfied,Satisfied,Neutral,Neutral,Work life balance
a80b35x634,LocE,Women,Junior,07-Apr-08,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Company culture
a81b15x674,LocA,Men,Junior,11-Jan-14,Satisfied,Very Satisfied,Satisfied,Neutral,Nothing
a81b20x687,LocF,Men,Junior,06-Jul-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work life balance
a81b70x609,LocB,Women,Junior,09-Mar-10,Satisfied,Satisfied,Dissatisfied,Satisfied,The is no work pressure but sometimes you want some appreciation mails from client side but there is not and higher level of management told that there is just a diploma for 2 years you just take it you don't want to learn more .
a81b07x620,LocF,Men,Middle,14-Oct-19,Satisfied,Satisfied,Neutral,Satisfied,Good team support .. teammates were amazing
a82b80x635,LocC,UD,Junior,30-Nov-20,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Yes
a80b13x616,LocB,Women,Junior,01-Mar-20,Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,It's good work life balance
a82b21x607,Remote,Men,Junior,04-Oct-05,Satisfied,Neutral,Neutral,Neutral,0
a81b05x674,LocG,Men,Middle,11-Mar-17,Satisfied,Satisfied,Dissatisfied,Satisfied,Work-life balance is awesome really. Learning opportunities are also more. Follows all the enterprise level standards.
a80b00x635,Remote,Women,Middle,19-May-19,Satisfied,Very Dissatisfied,Very Satisfied,Neutral,working with CG is just to spear the information and learn new activities
a81b33x680,LocB,Men,Middle,11-Sep-06,Satisfied,Satisfied,Neutral,Very Satisfied,0
a81b45x662,LocE,Men,Junior,29-Jul-22,Neutral,Satisfied,Very Dissatisfied,Neutral,Can’t expect much hikes or benifits. Nothing is free here.
a80b92x643,LocD,Women,Senior,28-Apr-07,Satisfied,Very Satisfied,Neutral,Neutral,"Good learning platform
Good work culture"
a80b02x629,LocG,Women,Middle,05-Aug-14,Satisfied,Satisfied,Satisfied,Satisfied,All thing is good. There is knowledge session by team lead every month where we have chance to learn new things and ask question related to project or non projeCompanyB
a80b07x696,LocD,Women,Junior,13-Sep-05,Satisfied,Satisfied,Satisfied,Satisfied,Good environment
a81b62x661,Remote,Men,Junior,01-Jun-17,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,"There is good environment
Good safety"
a80b12x680,LocA,Women,Middle,13-Nov-15,Satisfied,Satisfied,Satisfied,Very Satisfied,"Excellent culture, excellent facilities"
a80b69x643,LocG,Men,Middle,03-Mar-15,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Everything about it
a82b00x632,LocD,Men,Junior,17-Aug-16,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a81b89x608,LocE,Women,Middle,19-Jun-05,Satisfied,Very Satisfied,Satisfied,Satisfied,Peoples of CompanyX are supportive and understanding. It helps individual personal and professional growth.
a80b28x661,LocB,Women,Senior,06-Apr-12,Satisfied,Neutral,Satisfied,Satisfied,It was great experience.
a82b95x684,LocB,Men,Junior,04-Jul-11,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,For People who are rebadged from a captive Company which is being outsourced to CompanyX it's better to leave that company before getting rebadged to CompanyX...It is one of the most disorganized company I have worked in
a81b41x646,LocE,Men,Middle,29-Sep-14,Neutral,Neutral,Neutral,Satisfied,"Higher management is not good, projeCompanyB"
a80b73x654,LocD,Men,Junior,21-Jul-13,Satisfied,Satisfied,Neutral,Neutral,Nothing
a80b11x687,LocD,Women,Middle,30-Jul-20,Neutral,Neutral,Satisfied,Dissatisfied,The people are wonderful
a82b96x641,Remote,Women,Junior,22-May-14,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,nothing
a82b29x651,LocC,UD,Junior,23-Mar-11,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Team mates, Salary"
a82b29x602,LocE,Men,Junior,29-May-23,Satisfied,Satisfied,Neutral,Satisfied,It depends on which project ur working there are some projeCompanyB were the work is peace full and some high priority projeCompanyB were there is too much pressure over all I had a good experience in CompanyX. For freshers it is the best company to start a career
a80b08x613,LocB,Women,Middle,21-Jun-08,Satisfied,Satisfied,Satisfied,Satisfied,We can learn more things
a81b12x603,LocC,Men,Middle,07-Jun-19,Neutral,Neutral,Dissatisfied,Neutral,"Teammates, work environment"
a80b26x603,LocB,Women,Middle,02-Oct-17,Neutral,Satisfied,Neutral,Satisfied,Work life balance
a80b44x692,LocA,Men,Senior,24-Dec-06,Neutral,Satisfied,Very Dissatisfied,Satisfied,Good Organization. Work place
a80b38x689,LocE,Women,Middle,30-Jan-07,Satisfied,Satisfied,Neutral,Very Satisfied,CompanyX is the best for work life balance
a82b18x681,LocG,Men,Junior,03-Oct-08,Satisfied,Very Satisfied,Satisfied,Satisfied,The salary hike
